1.0000	5711.6667
1.0200	4325.0000
1.0400	3568.3333
1.0600	3053.3333
1.0800	2702.5000
1.1000	2495.0000
1.1200	2348.3333
1.1400	2083.3333
1.1600	2177.5000/Users/gredigcsulb/Documents/GitHub/rigakuXRD/inst/extdata/2Theta.asc
1.1800	2041.6667
1.2000	1937.5000
1.2200	1857.5000
1.2400	1856.6667
1.2600	1761.6667
1.2800	1739.1667
1.3000	1667.5000
1.3200	1646.6667
1.3400	1661.6667
1.3600	1642.5000
1.3800	1549.1667
1.4000	1580.0000
1.4200	1557.5000
1.4400	1545.8333
1.4600	1541.6667
1.4800	1549.1667
1.5000	1483.3333
1.5200	1455.8333
1.5400	1480.8333
1.5600	1448.3333
1.5800	1481.6667
1.6000	1415.0000
1.6200	1400.8333
1.6400	1319.1667
1.6600	1322.5000
1.6800	1366.6667
1.7000	1315.8333
1.7200	1300.0000
1.7400	1273.3333
1.7600	1261.6667
1.7800	1275.0000
1.8000	1271.6667
1.8200	1199.1667
1.8400	1210.0000
1.8600	1199.1667
1.8800	1154.1667
1.9000	1146.6667
1.9200	1117.5000
1.9400	1135.8333
1.9600	1130.8333
1.9800	1085.0000
2.0000	1052.5000
2.0200	1107.5000
2.0400	1070.8333
2.0600	1022.5000
2.0800	1024.1667
2.1000	999.1667
2.1200	1077.5000
2.1400	978.3333
2.1600	1046.6667
2.1800	966.6667
2.2000	979.1667
2.2200	981.6667
2.2400	1010.0000
2.2600	926.6667
2.2800	896.6667
2.3000	950.8333
2.3200	889.1667
2.3400	944.1667
2.3600	855.0000
2.3800	884.1667
2.4000	875.0000
2.4200	905.0000
2.4400	882.5000
2.4600	905.0000
2.4800	839.1667
2.5000	840.8333
2.5200	854.1667
2.5400	860.8333
2.5600	832.5000
2.5800	850.8333
2.6000	808.3333
2.6200	790.0000
2.6400	794.1667
2.6600	791.6667
2.6800	822.5000
2.7000	842.5000
2.7200	818.3333
2.7400	795.8333
2.7600	766.6667
2.7800	823.3333
2.8000	770.0000
2.8200	806.6667
2.8400	806.6667
2.8600	759.1667
2.8800	765.8333
2.9000	789.1667
2.9200	748.3333
2.9400	808.3333
2.9600	779.1667
2.9800	739.1667
3.0000	803.3333
3.0200	735.0000
3.0400	761.6667
3.0600	757.5000
3.0800	775.8333
3.1000	787.5000
3.1200	715.8333
3.1400	725.0000
3.1600	735.0000
3.1800	773.3333
3.2000	760.0000
3.2200	786.6667
3.2400	758.3333
3.2600	765.8333
3.2800	727.5000
3.3000	717.5000
3.3200	734.1667
3.3400	776.6667
3.3600	797.5000
3.3800	758.3333
3.4000	734.1667
3.4200	776.6667
3.4400	745.0000
3.4600	710.0000
3.4800	730.0000
3.5000	749.1667
3.5200	741.6667
3.5400	745.8333
3.5600	736.6667
3.5800	716.6667
3.6000	736.6667
3.6200	784.1667
3.6400	788.3333
3.6600	770.0000
3.6800	746.6667
3.7000	750.0000
3.7200	735.0000
3.7400	729.1667
3.7600	698.3333
3.7800	711.6667
3.8000	714.1667
3.8200	735.8333
3.8400	768.3333
3.8600	705.0000
3.8800	703.3333
3.9000	775.8333
3.9200	708.3333
3.9400	699.1667
3.9600	685.0000
3.9800	695.0000
4.0000	681.6667
4.0200	676.6667
4.0400	760.0000
4.0600	738.3333
4.0800	700.0000
4.1000	670.0000
4.1200	679.1667
4.1400	716.6667
4.1600	720.8333
4.1800	742.5000
4.2000	706.6667
4.2200	729.1667
4.2400	702.5000
4.2600	707.5000
4.2800	736.6667
4.3000	717.5000
4.3200	714.1667
4.3400	719.1667
4.3600	691.6667
4.3800	723.3333
4.4000	701.6667
4.4200	720.8333
4.4400	710.8333
4.4600	680.0000
4.4800	719.1667
4.5000	670.8333
4.5200	718.3333
4.5400	745.0000
4.5600	673.3333
4.5800	704.1667
4.6000	698.3333
4.6200	641.6667
4.6400	645.0000
4.6600	677.5000
4.6800	727.5000
4.7000	680.0000
4.7200	702.5000
4.7400	667.5000
4.7600	695.8333
4.7800	707.5000
4.8000	678.3333
4.8200	691.6667
4.8400	710.0000
4.8600	662.5000
4.8800	671.6667
4.9000	705.0000
4.9200	717.5000
4.9400	655.8333
4.9600	652.5000
4.9800	685.8333
5.0000	674.1667
5.0200	681.6667
5.0400	719.1667
5.0600	697.5000
5.0800	699.1667
5.1000	680.8333
5.1200	695.0000
5.1400	688.3333
5.1600	725.0000
5.1800	715.8333
5.2000	666.6667
5.2200	684.1667
5.2400	704.1667
